loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,emi,start_date,end_date,loan_status
LOAN003751,CUST013598,Education Loan,4908748,8.56,24,223265.21,2020-02-07,2032-03-15,Defaulted
LOAN003752,CUST010680,Personal Loan,3802393,12.9,180,47859.55,2025-06-07,2040-04-01,Active
LOAN003753,CUST014932,Car Loan,4374578,12.21,84,77715.4,2024-12-19,2030-07-25,Closed
LOAN003754,CUST019330,Personal Loan,129505,7.93,24,5853.03,2017-08-06,2037-04-24,Active
LOAN003755,CUST012067,Car Loan,139371,8.67,180,1386.36,2024-09-09,2035-06-07,Active
LOAN003756,CUST019242,Car Loan,2803102,8.12,60,56997.92,2021-11-21,2034-08-03,Closed
LOAN003757,CUST014494,Home Loan,723214,8.03,120,8786.05,2019-04-22,2044-01-11,Closed
LOAN003758,CUST003609,Personal Loan,1109072,7.89,24,50104.7,2023-02-21,2031-08-12,Active
LOAN003759,CUST019012,Education Loan,4698698,10.87,60,101856.72,2024-03-28,2046-04-19,Closed
LOAN003760,CUST007812,Car Loan,3593658,9.94,84,59547.63,2025-02-23,2031-07-29,Defaulted
LOAN003761,CUST017512,Education Loan,3548720,12.27,180,43208.97,2024-09-08,2042-05-12,Defaulted
LOAN003762,CUST012462,Education Loan,3036413,13.67,60,70133.61,2024-06-27,2029-03-14,Active
LOAN003763,CUST010202,Gold Loan,2181636,10.23,24,100903.18,2024-01-28,2031-09-27,Active
LOAN003764,CUST003844,Gold Loan,2446059,13.22,120,36840.38,2022-10-30,2036-01-23,Defaulted
LOAN003765,CUST014648,Gold Loan,4107908,11.87,12,364732.87,2018-01-07,2029-06-25,Defaulted
LOAN003766,CUST008148,Education Loan,313441,7.53,24,14108.99,2020-04-06,2022-05-06,Closed
LOAN003767,CUST004692,Personal Loan,1493570,11.94,36,49565.11,2021-01-27,2027-01-11,Defaulted
LOAN003768,CUST005298,Education Loan,1006321,10.97,24,46888.43,2024-12-16,2044-08-28,Closed
LOAN003769,CUST017388,Car Loan,887734,7.67,60,17860.17,2020-04-19,2045-07-12,Active
LOAN003770,CUST015865,Home Loan,1125343,10.44,120,15147.03,2021-10-25,2035-08-28,Active
LOAN003771,CUST015750,Car Loan,2042116,13.59,24,97652.8,2025-07-14,2034-11-16,Closed
LOAN003772,CUST007177,Home Loan,3171400,7.67,60,63804.86,2025-01-20,2035-06-20,Active
LOAN003773,CUST015044,Home Loan,4661476,10.32,120,62430.73,2022-07-02,2034-04-21,Closed
LOAN003774,CUST005764,Personal Loan,4326128,13.26,60,99009.46,2017-04-22,2043-06-27,Defaulted
LOAN003775,CUST009145,Education Loan,2504011,8.03,24,113283.9,2025-05-20,2037-02-09,Defaulted
LOAN003776,CUST013461,Gold Loan,1839165,14.02,240,22897.12,2023-12-05,2044-05-18,Closed
LOAN003777,CUST013748,Education Loan,154944,9.62,240,1456.44,2018-11-07,2043-01-10,Defaulted
LOAN003778,CUST001057,Gold Loan,3040260,9.4,84,49534.4,2021-08-26,2025-12-30,Defaulted
LOAN003779,CUST009723,Gold Loan,3128929,10.3,84,52430.22,2025-05-30,2026-08-05,Defaulted
LOAN003780,CUST012167,Car Loan,4350871,10.34,180,47663.81,2021-02-14,2022-05-19,Defaulted
LOAN003781,CUST006516,Home Loan,4965566,8.28,36,156244.99,2024-06-12,2026-07-10,Closed
LOAN003782,CUST002395,Gold Loan,3733787,10.53,84,63012.57,2024-07-19,2025-11-13,Active
LOAN003783,CUST000460,Gold Loan,4594703,7.68,36,143303.98,2024-09-11,2041-12-11,Defaulted
LOAN003784,CUST017821,Personal Loan,2891157,11.95,180,34605.8,2018-09-11,2026-11-25,Active
LOAN003785,CUST010446,Home Loan,4448743,12.02,24,209459.33,2025-04-07,2027-12-30,Closed
LOAN003786,CUST014186,Gold Loan,287248,13.62,180,3752.35,2018-03-15,2045-06-11,Closed
LOAN003787,CUST009376,Gold Loan,3804122,13.2,240,45111.28,2022-10-31,2026-12-14,Defaulted
LOAN003788,CUST018748,Personal Loan,573668,8.11,180,5518.76,2024-09-20,2032-09-22,Defaulted
LOAN003789,CUST012664,Car Loan,1531368,13.82,120,23611.55,2018-10-26,2042-11-21,Active
LOAN003790,CUST012878,Home Loan,1395159,8.22,24,63239.34,2019-04-05,2031-06-18,Defaulted
LOAN003791,CUST016059,Gold Loan,603489,14.15,240,7570.35,2020-07-18,2046-03-01,Closed
LOAN003792,CUST005161,Personal Loan,4585710,10.85,12,404971.87,2019-11-24,2037-02-02,Defaulted
LOAN003793,CUST009358,Home Loan,1738477,10.27,24,80438.71,2017-07-18,2025-11-24,Active
LOAN003794,CUST004529,Education Loan,1705702,10.06,120,22597.69,2017-05-28,2040-10-17,Defaulted
LOAN003795,CUST002158,Home Loan,676634,13.76,24,32410.49,2022-01-22,2044-08-15,Closed
LOAN003796,CUST012546,Car Loan,1012304,11.46,120,14209.38,2021-08-09,2027-04-15,Defaulted
LOAN003797,CUST010287,Education Loan,2194057,10.28,60,46920.08,2024-02-06,2028-07-05,Defaulted
LOAN003798,CUST009254,Personal Loan,2727041,9.08,120,34663.18,2017-04-23,2022-05-26,Defaulted
LOAN003799,CUST006165,Home Loan,2430465,11.26,60,53159.89,2023-11-05,2024-10-02,Closed
LOAN003800,CUST003538,Personal Loan,4100798,11.46,240,43619.16,2018-12-14,2032-11-14,Active
LOAN003801,CUST012139,Car Loan,1419304,9.26,60,29641.84,2017-12-19,2028-07-24,Active
LOAN003802,CUST004340,Gold Loan,4766288,12.06,120,68547.81,2023-06-06,2025-06-10,Active
LOAN003803,CUST016163,Home Loan,272690,7.67,24,12292.03,2017-04-22,2029-09-18,Active
LOAN003804,CUST005889,Home Loan,1265010,7.73,60,25486.69,2017-03-12,2041-02-21,Closed
LOAN003805,CUST013438,Home Loan,3635541,9.98,84,60316.72,2020-02-13,2023-03-15,Closed
LOAN003806,CUST013725,Education Loan,2419537,14.3,240,30616.05,2017-11-15,2022-04-21,Active
LOAN003807,CUST002747,Car Loan,2212760,9.69,12,194217.87,2025-02-09,2035-03-05,Active
LOAN003808,CUST006154,Car Loan,2037037,9.46,60,42741.76,2025-04-25,2043-07-13,Active
LOAN003809,CUST015368,Gold Loan,1797712,13.21,120,27064.9,2021-10-24,2036-06-17,Active
LOAN003810,CUST000103,Home Loan,4502799,11.64,36,148784.32,2024-02-03,2043-08-07,Active
LOAN003811,CUST005686,Home Loan,750846,13.39,180,9693.51,2021-08-06,2031-07-25,Active
LOAN003812,CUST001662,Personal Loan,2876160,12.6,84,51699.57,2017-10-26,2025-09-04,Closed
LOAN003813,CUST014651,Gold Loan,927219,14.05,84,17401.72,2021-02-12,2021-02-27,Active
LOAN003814,CUST002685,Education Loan,3972237,12.41,180,48726.28,2019-03-24,2023-05-01,Defaulted
LOAN003815,CUST009413,Personal Loan,4927023,8.13,60,100209.08,2024-02-18,2029-04-08,Closed
LOAN003816,CUST007342,Education Loan,122360,9.51,180,1278.45,2024-01-29,2033-04-29,Active
LOAN003817,CUST014526,Car Loan,4049874,14.22,180,54533.77,2023-08-06,2032-02-06,Closed
LOAN003818,CUST019723,Gold Loan,4941591,10.24,84,82650.35,2022-02-16,2030-10-30,Defaulted
LOAN003819,CUST011717,Education Loan,813625,11.3,60,17812.15,2024-07-10,2032-06-07,Closed
LOAN003820,CUST015155,Education Loan,3607251,12.8,60,81707.2,2024-01-22,2045-01-08,Closed
LOAN003821,CUST001695,Car Loan,3574162,13.45,60,82148.88,2020-05-20,2029-04-06,Defaulted
LOAN003822,CUST009200,Education Loan,423747,7.61,240,3442.24,2017-03-11,2020-09-04,Closed
LOAN003823,CUST001066,Personal Loan,3720284,13.29,24,177376.26,2025-04-17,2031-08-26,Defaulted
LOAN003824,CUST007306,Gold Loan,836216,8.44,84,13217.51,2025-03-31,2035-12-23,Closed
LOAN003825,CUST012810,Personal Loan,3372399,8.38,120,41596.79,2021-07-15,2033-10-15,Defaulted
LOAN003826,CUST011732,Personal Loan,4428063,7.69,180,41528.24,2019-08-21,2041-07-09,Active
LOAN003827,CUST016608,Home Loan,3617671,10.55,240,36239.69,2024-07-11,2041-10-05,Closed
LOAN003828,CUST018520,Car Loan,2651321,11.76,36,87758.19,2025-05-31,2037-09-12,Active
LOAN003829,CUST015351,Personal Loan,4373329,10.39,36,141917.15,2020-08-01,2026-05-19,Defaulted
LOAN003830,CUST005251,Education Loan,1876561,12.06,36,62382.47,2020-02-24,2020-07-16,Active
LOAN003831,CUST003480,Personal Loan,3173863,9.5,24,145726.31,2018-01-11,2018-10-17,Active
LOAN003832,CUST005750,Personal Loan,3139392,11.42,120,43994.86,2019-08-10,2021-02-07,Active
LOAN003833,CUST017741,Gold Loan,2598782,14.12,12,233483.9,2024-01-02,2029-02-04,Closed
LOAN003834,CUST000721,Car Loan,485751,11.03,60,10568.67,2023-10-07,2034-08-18,Active
LOAN003835,CUST003966,Personal Loan,1252143,7.62,12,108702.08,2022-06-01,2032-03-27,Closed
LOAN003836,CUST000035,Car Loan,4985265,13.11,12,445527.61,2021-06-02,2034-01-07,Defaulted
LOAN003837,CUST011563,Car Loan,2032587,8.18,240,17229.77,2024-01-28,2045-09-25,Defaulted
LOAN003838,CUST013176,Home Loan,1452927,12.49,60,32680.47,2022-09-02,2035-01-09,Active
LOAN003839,CUST002359,Home Loan,862774,10.59,60,18582.87,2020-05-07,2032-01-17,Defaulted
LOAN003840,CUST011712,Gold Loan,411542,10.27,84,6889.63,2020-10-27,2039-04-07,Defaulted
LOAN003841,CUST015160,Home Loan,4079176,12.02,240,44972.13,2018-04-24,2024-05-02,Closed
LOAN003842,CUST008981,Education Loan,1713560,8.85,12,149734.18,2022-06-03,2023-07-17,Closed
LOAN003843,CUST002894,Gold Loan,3584258,9.94,180,38385.16,2025-02-18,2038-09-27,Active
LOAN003844,CUST002609,Education Loan,780735,10.47,12,68809.79,2020-07-02,2021-04-22,Active
LOAN003845,CUST006293,Gold Loan,645245,9.41,240,5976.66,2020-05-17,2039-07-04,Active
LOAN003846,CUST000938,Education Loan,283695,8.74,24,12926.72,2024-10-20,2036-01-11,Active
LOAN003847,CUST000397,Education Loan,2911143,8.81,24,132741.18,2021-05-12,2025-01-25,Active
LOAN003848,CUST014541,Personal Loan,3325402,13.91,12,298437.46,2018-02-17,2030-06-04,Defaulted
LOAN003849,CUST017234,Home Loan,2446633,11.28,60,53538.01,2021-02-17,2023-10-26,Defaulted
LOAN003850,CUST017417,Car Loan,3131427,10.56,24,145310.18,2021-12-24,2029-11-25,Active
LOAN003851,CUST015137,Personal Loan,2467152,12.99,84,44868.93,2019-05-03,2022-01-03,Defaulted
LOAN003852,CUST012532,Personal Loan,1739180,8.79,120,21834.02,2021-11-04,2033-02-11,Active
LOAN003853,CUST002135,Home Loan,4115504,10.28,12,362354.35,2018-10-06,2036-11-23,Defaulted
LOAN003854,CUST011652,Personal Loan,932035,13.35,12,83399.95,2020-12-02,2027-06-17,Closed
LOAN003855,CUST015293,Education Loan,4320882,8.43,84,68275.59,2019-05-21,2025-09-11,Closed
LOAN003856,CUST015365,Home Loan,3900742,11.32,12,345336.56,2023-09-13,2031-09-07,Active
LOAN003857,CUST007114,Personal Loan,2906645,11.49,36,95835.72,2019-12-30,2024-12-07,Active
LOAN003858,CUST015397,Education Loan,1919438,11.3,180,22179.22,2018-02-13,2019-10-18,Closed
LOAN003859,CUST010781,Gold Loan,3100605,14.4,240,39460.68,2023-09-05,2033-07-28,Defaulted
LOAN003860,CUST018840,Car Loan,3212088,10.52,84,54191.46,2023-09-18,2037-12-22,Defaulted
LOAN003861,CUST003120,Personal Loan,3102969,8.5,180,30556.16,2017-04-18,2035-01-29,Active
LOAN003862,CUST013721,Education Loan,3612058,12.07,84,63897.99,2019-01-11,2036-02-02,Defaulted
LOAN003863,CUST005283,Home Loan,4190873,13.91,180,55558.41,2020-07-06,2025-11-04,Defaulted
LOAN003864,CUST001211,Personal Loan,3476050,9.69,240,32833.84,2020-03-12,2039-10-09,Active
LOAN003865,CUST004105,Car Loan,4973930,9.79,180,52812.91,2024-10-09,2040-08-21,Closed
LOAN003866,CUST017266,Education Loan,1638115,11.61,60,36116.95,2021-01-28,2028-12-16,Defaulted
LOAN003867,CUST019949,Gold Loan,3648615,12.74,24,173016.56,2025-06-29,2035-10-16,Defaulted
LOAN003868,CUST001086,Personal Loan,4378736,14.44,84,83125.55,2022-11-03,2025-09-19,Active
LOAN003869,CUST007889,Gold Loan,466888,9.61,180,4906.4,2019-02-24,2038-10-08,Active
LOAN003870,CUST008951,Car Loan,2701804,10.07,240,26198.42,2025-02-06,2026-04-18,Defaulted
LOAN003871,CUST007592,Home Loan,3685122,12.41,24,174177.91,2017-03-18,2040-10-31,Closed
LOAN003872,CUST006384,Car Loan,4983567,8.36,60,101909.57,2024-03-19,2035-05-15,Closed
LOAN003873,CUST019698,Personal Loan,4181225,14.01,84,78379.3,2022-02-13,2046-03-18,Closed
LOAN003874,CUST010280,Home Loan,2049677,12.2,36,68274.57,2019-06-30,2028-02-03,Closed
LOAN003875,CUST012060,Car Loan,516787,13.53,36,17544.82,2017-03-31,2021-08-19,Defaulted
LOAN003876,CUST010385,Home Loan,1304473,13.53,240,15778.04,2018-02-03,2041-08-17,Active
LOAN003877,CUST010830,Personal Loan,4572591,12.56,240,52144.59,2022-07-16,2033-12-03,Active
LOAN003878,CUST017596,Education Loan,4434090,12.89,24,210575.69,2020-08-27,2039-07-05,Active
LOAN003879,CUST010320,Personal Loan,3746311,14.38,84,70994.68,2022-11-17,2036-12-20,Closed
LOAN003880,CUST009210,Education Loan,1934351,10.21,84,32322.8,2020-08-15,2043-06-30,Active
LOAN003881,CUST003380,Gold Loan,2198422,11.61,120,31047.32,2018-11-25,2030-05-04,Defaulted
LOAN003882,CUST002636,Education Loan,1087940,10.22,24,50313.45,2024-01-09,2027-03-24,Defaulted
LOAN003883,CUST010480,Car Loan,1858532,11.14,120,25748.79,2022-04-16,2043-09-01,Defaulted
LOAN003884,CUST001459,Personal Loan,3837325,13.63,60,88553.47,2017-10-21,2043-07-22,Active
LOAN003885,CUST007923,Gold Loan,1858630,7.93,240,15465.45,2023-01-19,2037-03-14,Active
LOAN003886,CUST001319,Personal Loan,967981,13.52,60,22283.07,2022-08-26,2022-10-07,Closed
LOAN003887,CUST001770,Home Loan,4214984,7.83,12,366323.61,2021-06-25,2038-03-16,Active
LOAN003888,CUST013024,Car Loan,1393617,10.16,180,15112.59,2017-02-06,2020-03-25,Defaulted
LOAN003889,CUST010570,Personal Loan,981488,12.31,12,87346.42,2017-02-03,2042-10-12,Active
LOAN003890,CUST011699,Personal Loan,3165321,12.5,84,56726.47,2024-01-04,2042-10-18,Defaulted
LOAN003891,CUST009005,Education Loan,194317,14.37,240,2468.76,2016-09-10,2018-04-09,Closed
LOAN003892,CUST008475,Gold Loan,3824109,11.94,84,67383.33,2023-08-04,2044-04-22,Defaulted
LOAN003893,CUST002584,Personal Loan,2334447,14.4,180,31718.66,2023-02-13,2033-09-08,Active
LOAN003894,CUST011828,Home Loan,1176680,8.18,84,18445.69,2020-10-13,2039-07-08,Closed
LOAN003895,CUST003610,Home Loan,1434790,13.15,12,128252.53,2018-11-27,2023-02-01,Defaulted
LOAN003896,CUST003335,Car Loan,2432664,9.75,24,111974.61,2016-11-02,2024-11-07,Active
LOAN003897,CUST016257,Home Loan,1033559,10.76,60,22348.57,2019-06-13,2041-05-02,Closed
LOAN003898,CUST003563,Car Loan,4867654,13.68,84,90361.59,2020-12-29,2025-11-17,Active
LOAN003899,CUST016317,Personal Loan,4368760,10.74,180,48944.27,2022-09-18,2036-04-15,Closed
LOAN003900,CUST001476,Gold Loan,137824,10.58,120,1865.91,2019-10-20,2042-11-28,Defaulted
LOAN003901,CUST000131,Personal Loan,2073561,12.53,36,69397.97,2019-05-26,2037-06-26,Closed
LOAN003902,CUST009162,Home Loan,1498358,13.23,24,71396.65,2021-04-18,2045-07-13,Active
LOAN003903,CUST012712,Gold Loan,4203838,11.15,240,43821.49,2017-06-13,2022-11-30,Defaulted
LOAN003904,CUST005761,Gold Loan,3206039,8.5,36,101206.76,2017-05-27,2033-12-01,Active
LOAN003905,CUST015626,Car Loan,400612,10.94,36,13104.14,2019-02-17,2022-06-20,Closed
LOAN003906,CUST012111,Education Loan,3033937,14.42,12,273008.38,2017-10-05,2038-08-24,Active
LOAN003907,CUST015575,Education Loan,4852118,11.52,84,84412.63,2025-05-05,2027-08-19,Defaulted
LOAN003908,CUST013165,Personal Loan,2241886,8.18,12,195204.77,2017-10-03,2040-08-23,Active
LOAN003909,CUST002752,Car Loan,1533602,10.91,36,50142.82,2021-01-08,2039-12-25,Defaulted
LOAN003910,CUST005107,Education Loan,4917227,11.17,24,229569.61,2022-06-02,2029-06-18,Defaulted
LOAN003911,CUST009238,Education Loan,1103563,8.48,36,34826.54,2022-05-28,2043-05-23,Closed
LOAN003912,CUST006780,Education Loan,3918056,8.64,60,80649.55,2024-08-05,2037-09-26,Active
LOAN003913,CUST007179,Education Loan,1020921,10.49,36,33177.61,2018-11-18,2033-01-05,Active
LOAN003914,CUST001826,Gold Loan,1613317,12.74,84,29121.84,2022-07-03,2034-04-01,Active
LOAN003915,CUST015973,Education Loan,3723125,13.35,12,333151.06,2019-02-13,2019-08-29,Defaulted
LOAN003916,CUST009316,Education Loan,1634140,9.63,12,143385.81,2021-10-17,2030-03-14,Active
LOAN003917,CUST004011,Gold Loan,2728850,7.61,84,42004.16,2021-10-05,2026-01-30,Active
LOAN003918,CUST000340,Gold Loan,478900,9.21,120,6121.06,2024-01-24,2027-05-27,Closed
LOAN003919,CUST013755,Personal Loan,4729753,7.64,120,56489.21,2023-06-26,2028-06-13,Defaulted
LOAN003920,CUST004418,Gold Loan,2649548,11.18,120,36768.01,2018-10-04,2018-10-18,Closed
LOAN003921,CUST011321,Education Loan,959865,9.9,12,84342.75,2023-11-01,2036-03-03,Closed
LOAN003922,CUST015721,Education Loan,4989292,13.38,24,238091.54,2021-08-22,2022-04-13,Closed
LOAN003923,CUST014245,Car Loan,694355,13.01,180,8789.84,2021-02-24,2031-11-28,Closed
LOAN003924,CUST014721,Personal Loan,461810,12.34,60,10352.23,2018-03-18,2018-10-07,Closed
LOAN003925,CUST008139,Personal Loan,2891179,10.56,120,39109.32,2025-02-07,2041-09-02,Active
LOAN003926,CUST004129,Education Loan,4460837,12.63,60,100654.84,2020-04-05,2023-09-15,Closed
LOAN003927,CUST006742,Personal Loan,2568451,11.27,24,120032.17,2025-07-01,2039-04-12,Closed
LOAN003928,CUST017669,Car Loan,573742,11.29,240,6035.75,2022-01-29,2040-06-17,Defaulted
LOAN003929,CUST015463,Car Loan,1479817,10.33,12,130326.66,2021-09-15,2033-04-08,Active
LOAN003930,CUST002217,Education Loan,4213120,10.84,36,137613.13,2023-08-15,2025-02-06,Defaulted
LOAN003931,CUST009001,Education Loan,1162471,9.36,84,18916.17,2020-09-05,2025-04-06,Closed
LOAN003932,CUST002996,Home Loan,2515050,7.72,240,20600.74,2023-02-20,2042-09-12,Active
LOAN003933,CUST015121,Car Loan,582568,9.33,120,7484.17,2022-11-24,2045-11-26,Defaulted
LOAN003934,CUST012430,Personal Loan,3588802,7.88,84,55721.52,2024-12-07,2046-05-13,Active
LOAN003935,CUST019062,Personal Loan,2145895,13.91,12,192582.87,2021-09-13,2029-04-14,Closed
LOAN003936,CUST011115,Home Loan,839707,14.2,36,28780.83,2023-07-20,2033-07-19,Active
LOAN003937,CUST006504,Personal Loan,2486651,11.4,120,34819.07,2020-05-06,2033-02-14,Defaulted
LOAN003938,CUST019203,Car Loan,1504182,7.86,180,14253.44,2023-04-13,2028-04-17,Defaulted
LOAN003939,CUST012335,Gold Loan,4999121,12.8,12,446038.92,2020-07-28,2025-12-10,Active
LOAN003940,CUST009452,Education Loan,1652219,11.19,240,17268.17,2018-02-25,2019-07-31,Active
LOAN003941,CUST005084,Gold Loan,889747,10.56,180,9868.38,2016-08-17,2037-09-08,Closed
LOAN003942,CUST012315,Education Loan,2395231,7.6,36,74616.63,2022-07-18,2022-12-19,Defaulted
LOAN003943,CUST008479,Gold Loan,2337895,13.32,60,53578.05,2019-04-28,2026-05-13,Defaulted
LOAN003944,CUST015957,Car Loan,1358119,9.9,180,14511.44,2025-07-15,2040-12-13,Active
LOAN003945,CUST016232,Gold Loan,4053326,12.73,24,192188.86,2018-01-14,2021-11-24,Closed
LOAN003946,CUST009625,Home Loan,4987783,8.24,120,61149.95,2019-09-14,2030-12-24,Active
LOAN003947,CUST000656,Gold Loan,2003524,11.32,84,34643.24,2019-01-02,2033-05-04,Defaulted
LOAN003948,CUST018964,Home Loan,2345649,13.1,24,111626.64,2024-09-16,2038-09-27,Defaulted
LOAN003949,CUST015419,Personal Loan,2516572,12.91,120,37441.65,2020-05-05,2045-04-01,Active
LOAN003950,CUST002590,Gold Loan,2311168,10.57,240,23183.01,2023-12-06,2045-10-15,Closed
LOAN003951,CUST015403,Home Loan,3581248,9.96,84,59378.97,2023-08-22,2029-02-01,Closed
LOAN003952,CUST005981,Personal Loan,4896172,12.5,36,163794.7,2019-06-23,2031-12-03,Defaulted
LOAN003953,CUST007827,Home Loan,3579047,13.31,12,320191.5,2020-07-14,2041-01-23,Defaulted
LOAN003954,CUST003351,Home Loan,563678,13.99,36,19262.44,2021-10-16,2045-08-03,Active
LOAN003955,CUST011734,Gold Loan,2354633,7.95,36,73731.34,2025-02-25,2029-04-03,Active
LOAN003956,CUST008417,Home Loan,1447114,11.31,120,20188.78,2024-05-21,2042-12-20,Active
LOAN003957,CUST006088,Gold Loan,4233779,8.03,36,132729.85,2022-02-27,2028-01-16,Defaulted
LOAN003958,CUST003224,Home Loan,967272,7.79,84,14975.11,2020-06-27,2038-11-12,Defaulted
LOAN003959,CUST012884,Personal Loan,1751248,11.66,36,57882.52,2022-10-09,2042-06-11,Defaulted
LOAN003960,CUST012336,Personal Loan,3250307,9.14,180,33238.02,2017-03-17,2024-07-15,Closed
LOAN003961,CUST008366,Gold Loan,2974399,9.58,24,136677.55,2024-08-03,2033-09-02,Defaulted
LOAN003962,CUST011079,Education Loan,127631,11.4,60,2800.54,2020-01-10,2046-06-11,Active
LOAN003963,CUST003616,Education Loan,1579125,12.11,24,74416.04,2020-07-21,2030-05-10,Closed
LOAN003964,CUST017786,Personal Loan,2594529,11.11,60,56553.78,2019-02-20,2045-07-11,Defaulted
LOAN003965,CUST000450,Home Loan,1041704,11.71,12,92412.88,2024-03-14,2033-06-29,Closed
LOAN003966,CUST014862,Home Loan,1354159,12.5,180,16690.31,2018-04-11,2029-06-29,Defaulted
LOAN003967,CUST010045,Car Loan,4969193,12.82,240,57581.83,2025-01-10,2032-03-30,Active
LOAN003968,CUST011419,Home Loan,4381602,9.85,24,201885.49,2019-04-18,2029-07-18,Closed
LOAN003969,CUST015619,Education Loan,488306,8.23,12,42528.92,2024-09-20,2035-08-22,Closed
LOAN003970,CUST006408,Gold Loan,4505717,7.87,24,203514.33,2020-06-27,2046-04-19,Defaulted
LOAN003971,CUST008697,Education Loan,4904008,11.17,180,56263.42,2017-12-09,2045-10-31,Closed
LOAN003972,CUST019475,Home Loan,4369568,12.4,180,53571.85,2018-12-06,2039-01-08,Closed
LOAN003973,CUST011077,Gold Loan,3172738,12.68,120,46775.44,2024-08-02,2035-04-13,Defaulted
LOAN003974,CUST005816,Personal Loan,2793145,9.36,240,25780.95,2024-11-13,2044-08-25,Defaulted
LOAN003975,CUST000536,Home Loan,4523991,12.98,240,52937.54,2017-06-20,2032-01-19,Active
LOAN003976,CUST009235,Gold Loan,3019993,8.65,240,26495.61,2024-01-24,2036-03-24,Defaulted
LOAN003977,CUST014621,Education Loan,2439913,10.22,12,214756.85,2024-06-01,2025-12-29,Defaulted
LOAN003978,CUST005427,Personal Loan,3887409,11.94,60,86355.45,2023-03-28,2046-03-31,Closed
LOAN003979,CUST011021,Home Loan,1931733,9.05,84,31128.84,2025-06-28,2026-04-15,Active
LOAN003980,CUST002426,Car Loan,4038936,13.48,24,192930.25,2021-06-24,2046-04-06,Closed
LOAN003981,CUST001837,Home Loan,4000345,10.39,36,129813.59,2019-04-12,2037-06-12,Closed
LOAN003982,CUST010355,Car Loan,4986733,12.75,120,73723.77,2018-01-31,2042-08-21,Closed
LOAN003983,CUST004743,Car Loan,1002343,12.94,240,11700.39,2024-01-11,2039-07-14,Active
LOAN003984,CUST010464,Education Loan,4730916,12.26,24,223275.5,2020-05-17,2041-08-05,Closed
LOAN003985,CUST007464,Home Loan,555733,10.14,24,25680.18,2023-01-29,2032-03-04,Closed
LOAN003986,CUST017299,Home Loan,2199062,7.83,60,44410.35,2022-03-21,2023-07-08,Defaulted
LOAN003987,CUST003464,Home Loan,2261833,13.14,60,51625.9,2020-01-24,2024-07-30,Defaulted
LOAN003988,CUST014635,Car Loan,3158058,14.43,24,152269.78,2025-03-01,2044-02-01,Active
LOAN003989,CUST002681,Gold Loan,1216588,10.83,36,39731.66,2019-01-10,2043-01-19,Closed
LOAN003990,CUST010120,Car Loan,474540,9.96,240,4566.84,2023-12-17,2025-01-01,Closed
LOAN003991,CUST006374,Home Loan,2079132,11.41,84,36049.59,2025-04-10,2032-11-10,Defaulted
LOAN003992,CUST001891,Personal Loan,4254581,11.5,36,140299.09,2021-04-23,2023-08-19,Defaulted
LOAN003993,CUST001039,Car Loan,1262417,10.56,180,14001.74,2025-07-31,2036-08-30,Active
LOAN003994,CUST017605,Gold Loan,4807774,9.63,84,78898.62,2019-09-17,2027-04-19,Closed
LOAN003995,CUST012558,Gold Loan,2925106,9.13,240,26562.99,2018-07-29,2026-07-05,Closed
LOAN003996,CUST004074,Home Loan,4292108,8.5,36,135491.28,2021-02-10,2025-04-12,Defaulted
LOAN003997,CUST007443,Car Loan,1293272,14.29,12,116295.71,2023-10-28,2025-06-20,Defaulted
LOAN003998,CUST010000,Personal Loan,3589614,8.55,12,313168.47,2017-07-01,2043-08-04,Closed
LOAN003999,CUST001871,Personal Loan,747846,7.56,180,6958.15,2019-01-26,2033-03-05,Defaulted
LOAN004000,CUST015197,Home Loan,742160,10.73,240,7524.59,2017-10-24,2043-03-26,Active
LOAN004001,CUST005895,Car Loan,2344541,13.37,24,111871.65,2018-07-11,2037-10-15,Active
LOAN004002,CUST003729,Gold Loan,1134380,10.65,36,36950.41,2017-01-22,2033-02-10,Defaulted
LOAN004003,CUST008959,Education Loan,953779,11.87,180,11367.3,2017-09-19,2042-07-05,Closed
LOAN004004,CUST007672,Home Loan,2046491,12.89,180,25745.12,2021-07-22,2041-11-04,Defaulted
LOAN004005,CUST006000,Gold Loan,2441027,9.68,240,23041.26,2018-03-08,2018-07-31,Closed
LOAN004006,CUST005752,Gold Loan,3011161,9.02,180,30577.04,2022-01-31,2044-12-13,Defaulted
LOAN004007,CUST001689,Car Loan,2953433,8.54,84,46831.43,2025-06-22,2037-02-18,Defaulted
LOAN004008,CUST006837,Car Loan,733784,10.95,120,10087.12,2020-07-06,2046-06-29,Defaulted
LOAN004009,CUST006537,Car Loan,4606192,10.45,120,62024.76,2024-01-03,2044-02-21,Closed
LOAN004010,CUST004843,Home Loan,4487434,8.03,120,54516.12,2019-01-29,2029-03-05,Active
LOAN004011,CUST015845,Personal Loan,3707799,8.84,36,117631.11,2020-01-17,2038-11-13,Active
LOAN004012,CUST000197,Home Loan,4090002,12.3,24,193104.1,2016-11-21,2041-03-19,Defaulted
LOAN004013,CUST000519,Home Loan,4072915,10.33,180,44593.66,2021-02-22,2023-05-28,Defaulted
LOAN004014,CUST010582,Personal Loan,2730871,13.7,120,41910.06,2023-10-19,2026-05-08,Closed
LOAN004015,CUST013321,Personal Loan,4564796,8.35,60,93324.12,2022-08-04,2042-08-11,Defaulted
